Image,Classification,Damage,Whole,Front,Rear,Side,Minor,Major,Severe
dmg_0481,['Damage'],1,0,0,0,0,0,0,0
dmg_0482,['Damage'],1,0,0,0,0,0,0,0
dmg_0483,['Damage'],1,0,0,0,0,0,0,0
dmg_0484,['Damage'],1,0,0,0,0,0,0,0
dmg_0485,['Damage'],1,0,0,0,0,0,0,0
dmg_0486,['Damage'],1,0,0,0,0,0,0,0
dmg_0487,['Damage'],1,0,0,0,0,0,0,0
dmg_0488,['Damage'],1,0,0,0,0,0,0,0
dmg_0489,['Damage'],1,0,0,0,0,0,0,0
dmg_0490,['Damage'],1,0,0,0,0,0,0,0
dmg_0491,['Damage'],1,0,0,0,0,0,0,0
dmg_0492,['Damage'],1,0,0,0,0,0,0,0
dmg_0493,['Damage'],1,0,0,0,0,0,0,0
dmg_0494,['Damage'],1,0,0,0,0,0,0,0
dmg_0495,['Damage'],1,0,0,0,0,0,0,0
dmg_0496,['Damage'],1,0,0,0,0,0,0,0
dmg_0497,['Damage'],1,0,0,0,0,0,0,0
dmg_0498,['Damage'],1,0,0,0,0,0,0,0
dmg_0499,['Damage'],1,0,0,0,0,0,0,0
dmg_0500,['Damage'],1,0,0,0,0,0,0,0
dmg_0501,['Damage'],1,0,0,0,0,0,0,0
dmg_0502,['Damage'],1,0,0,0,0,0,0,0
dmg_0503,['Damage'],1,0,0,0,0,0,0,0
dmg_0504,['Damage'],1,0,0,0,0,0,0,0
dmg_0505,['Damage'],1,0,0,0,0,0,0,0
dmg_0506,['Damage'],1,0,0,0,0,0,0,0
dmg_0507,['Damage'],1,0,0,0,0,0,0,0
dmg_0508,['Damage'],1,0,0,0,0,0,0,0
dmg_0509,['Damage'],1,0,0,0,0,0,0,0
dmg_0510,['Damage'],1,0,0,0,0,0,0,0
dmg_0511,['Damage'],1,0,0,0,0,0,0,0
dmg_0512,['Damage'],1,0,0,0,0,0,0,0
dmg_0513,['Damage'],1,0,0,0,0,0,0,0
dmg_0514,['Damage'],1,0,0,0,0,0,0,0
dmg_0515,['Damage'],1,0,0,0,0,0,0,0
dmg_0516,['Damage'],1,0,0,0,0,0,0,0
dmg_0517,['Damage'],1,0,0,0,0,0,0,0
dmg_0518,['Damage'],1,0,0,0,0,0,0,0
dmg_0519,['Damage'],1,0,0,0,0,0,0,0
dmg_0520,['Damage'],1,0,0,0,0,0,0,0
dmg_0521,['Damage'],1,0,0,0,0,0,0,0
dmg_0522,['Damage'],1,0,0,0,0,0,0,0
dmg_0523,['Damage'],1,0,0,0,0,0,0,0
dmg_0524,['Damage'],1,0,0,0,0,0,0,0
dmg_0525,['Damage'],1,0,0,0,0,0,0,0
dmg_0526,['Damage'],1,0,0,0,0,0,0,0
dmg_0527,['Damage'],1,0,0,0,0,0,0,0
dmg_0528,['Damage'],1,0,0,0,0,0,0,0
dmg_0529,['Damage'],1,0,0,0,0,0,0,0
dmg_0530,['Damage'],1,0,0,0,0,0,0,0
dmg_0531,['Damage'],1,0,0,0,0,0,0,0
dmg_0532,['Damage'],1,0,0,0,0,0,0,0
dmg_0533,['Damage'],1,0,0,0,0,0,0,0
dmg_0534,['Damage'],1,0,0,0,0,0,0,0
dmg_0535,['Damage'],1,0,0,0,0,0,0,0
dmg_0536,['Damage'],1,0,0,0,0,0,0,0
dmg_0537,['Damage'],1,0,0,0,0,0,0,0
dmg_0538,['Damage'],1,0,0,0,0,0,0,0
dmg_0539,['Damage'],1,0,0,0,0,0,0,0
dmg_0540,['Damage'],1,0,0,0,0,0,0,0
dmg_0541,['Damage'],1,0,0,0,0,0,0,0
dmg_0542,['Damage'],1,0,0,0,0,0,0,0
dmg_0543,['Damage'],1,0,0,0,0,0,0,0
dmg_0544,['Damage'],1,0,0,0,0,0,0,0
dmg_0545,['Damage'],1,0,0,0,0,0,0,0
dmg_0546,['Damage'],1,0,0,0,0,0,0,0
dmg_0547,['Damage'],1,0,0,0,0,0,0,0
dmg_0548,['Damage'],1,0,0,0,0,0,0,0
dmg_0549,['Damage'],1,0,0,0,0,0,0,0
dmg_0550,['Damage'],1,0,0,0,0,0,0,0
dmg_0551,['Damage'],1,0,0,0,0,0,0,0
dmg_0552,['Damage'],1,0,0,0,0,0,0,0
dmg_0553,['Damage'],1,0,0,0,0,0,0,0
dmg_0554,['Damage'],1,0,0,0,0,0,0,0
dmg_0555,['Damage'],1,0,0,0,0,0,0,0
dmg_0556,['Damage'],1,0,0,0,0,0,0,0
dmg_0557,['Damage'],1,0,0,0,0,0,0,0
dmg_0558,['Damage'],1,0,0,0,0,0,0,0
dmg_0559,['Damage'],1,0,0,0,0,0,0,0
dmg_0560,['Damage'],1,0,0,0,0,0,0,0
dmg_0561,['Damage'],1,0,0,0,0,0,0,0
dmg_0562,['Damage'],1,0,0,0,0,0,0,0
dmg_0563,['Damage'],1,0,0,0,0,0,0,0
dmg_0564,['Damage'],1,0,0,0,0,0,0,0
dmg_0565,['Damage'],1,0,0,0,0,0,0,0
dmg_0566,['Damage'],1,0,0,0,0,0,0,0
dmg_0567,['Damage'],1,0,0,0,0,0,0,0
dmg_0568,['Damage'],1,0,0,0,0,0,0,0
dmg_0569,['Damage'],1,0,0,0,0,0,0,0
dmg_0570,['Damage'],1,0,0,0,0,0,0,0
dmg_0571,['Damage'],1,0,0,0,0,0,0,0
dmg_0572,['Damage'],1,0,0,0,0,0,0,0
dmg_0573,['Damage'],1,0,0,0,0,0,0,0
dmg_0574,['Damage'],1,0,0,0,0,0,0,0
dmg_0575,['Damage'],1,0,0,0,0,0,0,0
dmg_0576,['Damage'],1,0,0,0,0,0,0,0
dmg_0577,['Damage'],1,0,0,0,0,0,0,0
dmg_0578,['Damage'],1,0,0,0,0,0,0,0
dmg_0579,['Damage'],1,0,0,0,0,0,0,0
dmg_0580,['Damage'],1,0,0,0,0,0,0,0
dmg_0581,['Damage'],1,0,0,0,0,0,0,0
dmg_0582,['Damage'],1,0,0,0,0,0,0,0
dmg_0583,['Damage'],1,0,0,0,0,0,0,0
dmg_0584,['Damage'],1,0,0,0,0,0,0,0
dmg_0585,['Damage'],1,0,0,0,0,0,0,0
dmg_0586,['Damage'],1,0,0,0,0,0,0,0
dmg_0587,['Damage'],1,0,0,0,0,0,0,0
dmg_0588,['Damage'],1,0,0,0,0,0,0,0
dmg_0589,['Damage'],1,0,0,0,0,0,0,0
dmg_0590,['Damage'],1,0,0,0,0,0,0,0
dmg_0591,['Damage'],1,0,0,0,0,0,0,0
dmg_0592,['Damage'],1,0,0,0,0,0,0,0
dmg_0593,['Damage'],1,0,0,0,0,0,0,0
dmg_0594,['Damage'],1,0,0,0,0,0,0,0
dmg_0595,['Damage'],1,0,0,0,0,0,0,0
dmg_0596,['Damage'],1,0,0,0,0,0,0,0
dmg_0597,['Damage'],1,0,0,0,0,0,0,0
dmg_0598,['Damage'],1,0,0,0,0,0,0,0
dmg_0599,['Damage'],1,0,0,0,0,0,0,0
dmg_0600,['Damage'],1,0,0,0,0,0,0,0
dmg_0601,['Damage'],1,0,0,0,0,0,0,0
dmg_0602,['Damage'],1,0,0,0,0,0,0,0
dmg_0603,['Damage'],1,0,0,0,0,0,0,0
dmg_0604,['Damage'],1,0,0,0,0,0,0,0
dmg_0605,['Damage'],1,0,0,0,0,0,0,0
dmg_0606,['Damage'],1,0,0,0,0,0,0,0
dmg_0607,['Damage'],1,0,0,0,0,0,0,0
dmg_0608,['Damage'],1,0,0,0,0,0,0,0
dmg_0609,['Damage'],1,0,0,0,0,0,0,0
dmg_0610,['Damage'],1,0,0,0,0,0,0,0
dmg_0611,['Damage'],1,0,0,0,0,0,0,0
dmg_0612,['Damage'],1,0,0,0,0,0,0,0
dmg_0613,['Damage'],1,0,0,0,0,0,0,0
dmg_0614,['Damage'],1,0,0,0,0,0,0,0
dmg_0615,['Damage'],1,0,0,0,0,0,0,0
dmg_0616,['Damage'],1,0,0,0,0,0,0,0
dmg_0617,['Damage'],1,0,0,0,0,0,0,0
dmg_0618,['Damage'],1,0,0,0,0,0,0,0
dmg_0619,['Damage'],1,0,0,0,0,0,0,0
dmg_0620,['Damage'],1,0,0,0,0,0,0,0
dmg_0621,['Damage'],1,0,0,0,0,0,0,0
dmg_0622,['Damage'],1,0,0,0,0,0,0,0
dmg_0623,['Damage'],1,0,0,0,0,0,0,0
dmg_0624,['Damage'],1,0,0,0,0,0,0,0
dmg_0625,['Damage'],1,0,0,0,0,0,0,0
dmg_0626,['Damage'],1,0,0,0,0,0,0,0
dmg_0627,['Damage'],1,0,0,0,0,0,0,0
dmg_0628,['Damage'],1,0,0,0,0,0,0,0
dmg_0629,['Damage'],1,0,0,0,0,0,0,0
dmg_0630,['Damage'],1,0,0,0,0,0,0,0
dmg_0631,['Damage'],1,0,0,0,0,0,0,0
dmg_0632,['Damage'],1,0,0,0,0,0,0,0
dmg_0633,['Damage'],1,0,0,0,0,0,0,0
dmg_0634,['Damage'],1,0,0,0,0,0,0,0
dmg_0635,['Damage'],1,0,0,0,0,0,0,0
dmg_0636,['Damage'],1,0,0,0,0,0,0,0
dmg_0637,['Damage'],1,0,0,0,0,0,0,0
dmg_0638,['Damage'],1,0,0,0,0,0,0,0
dmg_0639,['Damage'],1,0,0,0,0,0,0,0
dmg_0640,['Damage'],1,0,0,0,0,0,0,0
dmg_0641,['Damage'],1,0,0,0,0,0,0,0
dmg_0642,['Damage'],1,0,0,0,0,0,0,0
dmg_0643,['Damage'],1,0,0,0,0,0,0,0
dmg_0644,['Damage'],1,0,0,0,0,0,0,0
dmg_0645,['Damage'],1,0,0,0,0,0,0,0
dmg_0646,['Damage'],1,0,0,0,0,0,0,0
dmg_0647,['Damage'],1,0,0,0,0,0,0,0
dmg_0648,['Damage'],1,0,0,0,0,0,0,0
dmg_0649,['Damage'],1,0,0,0,0,0,0,0
dmg_0650,['Damage'],1,0,0,0,0,0,0,0
dmg_0651,['Damage'],1,0,0,0,0,0,0,0
dmg_0652,['Damage'],1,0,0,0,0,0,0,0
dmg_0653,['Damage'],1,0,0,0,0,0,0,0
dmg_0654,['Damage'],1,0,0,0,0,0,0,0
dmg_0655,['Damage'],1,0,0,0,0,0,0,0
dmg_0656,['Damage'],1,0,0,0,0,0,0,0
dmg_0657,['Damage'],1,0,0,0,0,0,0,0
dmg_0658,['Damage'],1,0,0,0,0,0,0,0
dmg_0659,['Damage'],1,0,0,0,0,0,0,0
dmg_0660,['Damage'],1,0,0,0,0,0,0,0
dmg_0661,['Damage'],1,0,0,0,0,0,0,0
dmg_0662,['Damage'],1,0,0,0,0,0,0,0
dmg_0663,['Damage'],1,0,0,0,0,0,0,0
dmg_0664,['Damage'],1,0,0,0,0,0,0,0
dmg_0665,['Damage'],1,0,0,0,0,0,0,0
dmg_0666,['Damage'],1,0,0,0,0,0,0,0
dmg_0667,['Damage'],1,0,0,0,0,0,0,0
dmg_0668,['Damage'],1,0,0,0,0,0,0,0
dmg_0669,['Damage'],1,0,0,0,0,0,0,0
dmg_0670,['Damage'],1,0,0,0,0,0,0,0
dmg_0671,['Damage'],1,0,0,0,0,0,0,0
dmg_0672,['Damage'],1,0,0,0,0,0,0,0
dmg_0673,['Damage'],1,0,0,0,0,0,0,0
dmg_0674,['Damage'],1,0,0,0,0,0,0,0
dmg_0675,['Damage'],1,0,0,0,0,0,0,0
dmg_0676,['Damage'],1,0,0,0,0,0,0,0
dmg_0677,['Damage'],1,0,0,0,0,0,0,0
dmg_0678,['Damage'],1,0,0,0,0,0,0,0
dmg_0679,['Damage'],1,0,0,0,0,0,0,0
dmg_0680,['Damage'],1,0,0,0,0,0,0,0
dmg_0681,['Damage'],1,0,0,0,0,0,0,0
dmg_0682,['Damage'],1,0,0,0,0,0,0,0
dmg_0683,['Damage'],1,0,0,0,0,0,0,0
dmg_0684,['Damage'],1,0,0,0,0,0,0,0
dmg_0685,['Damage'],1,0,0,0,0,0,0,0
dmg_0686,['Damage'],1,0,0,0,0,0,0,0
dmg_0687,['Damage'],1,0,0,0,0,0,0,0
dmg_0688,['Damage'],1,0,0,0,0,0,0,0
dmg_0689,['Damage'],1,0,0,0,0,0,0,0
dmg_0690,['Damage'],1,0,0,0,0,0,0,0
dmg_0691,['Damage'],1,0,0,0,0,0,0,0
dmg_0692,['Damage'],1,0,0,0,0,0,0,0
dmg_0693,['Damage'],1,0,0,0,0,0,0,0
dmg_0694,['Damage'],1,0,0,0,0,0,0,0
dmg_0695,['Damage'],1,0,0,0,0,0,0,0
dmg_0696,['Damage'],1,0,0,0,0,0,0,0
dmg_0697,['Damage'],1,0,0,0,0,0,0,0
dmg_0698,['Damage'],1,0,0,0,0,0,0,0
dmg_0699,['Damage'],1,0,0,0,0,0,0,0
dmg_0700,['Damage'],1,0,0,0,0,0,0,0
dmg_0701,['Damage'],1,0,0,0,0,0,0,0
dmg_0702,['Damage'],1,0,0,0,0,0,0,0
dmg_0703,['Damage'],1,0,0,0,0,0,0,0
dmg_0704,['Damage'],1,0,0,0,0,0,0,0
dmg_0705,['Damage'],1,0,0,0,0,0,0,0
dmg_0706,['Damage'],1,0,0,0,0,0,0,0
dmg_0707,['Damage'],1,0,0,0,0,0,0,0
dmg_0708,['Damage'],1,0,0,0,0,0,0,0
dmg_0709,['Damage'],1,0,0,0,0,0,0,0
dmg_0710,['Damage'],1,0,0,0,0,0,0,0
dmg_0711,['Damage'],1,0,0,0,0,0,0,0
dmg_0712,['Damage'],1,0,0,0,0,0,0,0
dmg_0713,['Damage'],1,0,0,0,0,0,0,0
dmg_0714,['Damage'],1,0,0,0,0,0,0,0
dmg_0715,['Damage'],1,0,0,0,0,0,0,0
dmg_0716,['Damage'],1,0,0,0,0,0,0,0
dmg_0717,['Damage'],1,0,0,0,0,0,0,0
dmg_0718,['Damage'],1,0,0,0,0,0,0,0
dmg_0719,['Damage'],1,0,0,0,0,0,0,0
dmg_0720,['Damage'],1,0,0,0,0,0,0,0
dmg_0721,['Damage'],1,0,0,0,0,0,0,0
dmg_0722,['Damage'],1,0,0,0,0,0,0,0
dmg_0723,['Damage'],1,0,0,0,0,0,0,0
dmg_0724,['Damage'],1,0,0,0,0,0,0,0
dmg_0725,['Damage'],1,0,0,0,0,0,0,0
dmg_0726,['Damage'],1,0,0,0,0,0,0,0
dmg_0727,['Damage'],1,0,0,0,0,0,0,0
dmg_0728,['Damage'],1,0,0,0,0,0,0,0
dmg_0729,['Damage'],1,0,0,0,0,0,0,0
dmg_0730,['Damage'],1,0,0,0,0,0,0,0
dmg_0731,['Damage'],1,0,0,0,0,0,0,0
dmg_0732,['Damage'],1,0,0,0,0,0,0,0
dmg_0733,['Damage'],1,0,0,0,0,0,0,0
dmg_0734,['Damage'],1,0,0,0,0,0,0,0
dmg_0735,['Damage'],1,0,0,0,0,0,0,0
dmg_0736,['Damage'],1,0,0,0,0,0,0,0
dmg_0737,['Damage'],1,0,0,0,0,0,0,0
dmg_0738,['Damage'],1,0,0,0,0,0,0,0
dmg_0739,['Damage'],1,0,0,0,0,0,0,0
dmg_0740,['Damage'],1,0,0,0,0,0,0,0
dmg_0741,['Damage'],1,0,0,0,0,0,0,0
dmg_0742,['Damage'],1,0,0,0,0,0,0,0
dmg_0743,['Damage'],1,0,0,0,0,0,0,0
dmg_0744,['Damage'],1,0,0,0,0,0,0,0
dmg_0745,['Damage'],1,0,0,0,0,0,0,0
dmg_0746,['Damage'],1,0,0,0,0,0,0,0
dmg_0747,['Damage'],1,0,0,0,0,0,0,0
dmg_0748,['Damage'],1,0,0,0,0,0,0,0
dmg_0749,['Damage'],1,0,0,0,0,0,0,0
dmg_0750,['Damage'],1,0,0,0,0,0,0,0
dmg_0751,['Damage'],1,0,0,0,0,0,0,0
dmg_0752,['Damage'],1,0,0,0,0,0,0,0
dmg_0753,['Damage'],1,0,0,0,0,0,0,0
dmg_0754,['Damage'],1,0,0,0,0,0,0,0
dmg_0755,['Damage'],1,0,0,0,0,0,0,0
dmg_0756,['Damage'],1,0,0,0,0,0,0,0
dmg_0757,['Damage'],1,0,0,0,0,0,0,0
dmg_0758,['Damage'],1,0,0,0,0,0,0,0
dmg_0759,['Damage'],1,0,0,0,0,0,0,0
dmg_0760,['Damage'],1,0,0,0,0,0,0,0
dmg_0761,['Damage'],1,0,0,0,0,0,0,0
dmg_0762,['Damage'],1,0,0,0,0,0,0,0
dmg_0763,['Damage'],1,0,0,0,0,0,0,0
dmg_0764,['Damage'],1,0,0,0,0,0,0,0
dmg_0765,['Damage'],1,0,0,0,0,0,0,0
dmg_0766,['Damage'],1,0,0,0,0,0,0,0
dmg_0767,['Damage'],1,0,0,0,0,0,0,0
dmg_0768,['Damage'],1,0,0,0,0,0,0,0
dmg_0769,['Damage'],1,0,0,0,0,0,0,0
dmg_0770,['Damage'],1,0,0,0,0,0,0,0
dmg_0771,['Damage'],1,0,0,0,0,0,0,0
dmg_0772,['Damage'],1,0,0,0,0,0,0,0
dmg_0773,['Damage'],1,0,0,0,0,0,0,0
dmg_0774,['Damage'],1,0,0,0,0,0,0,0
dmg_0775,['Damage'],1,0,0,0,0,0,0,0
dmg_0776,['Damage'],1,0,0,0,0,0,0,0
dmg_0777,['Damage'],1,0,0,0,0,0,0,0
dmg_0778,['Damage'],1,0,0,0,0,0,0,0
dmg_0779,['Damage'],1,0,0,0,0,0,0,0
dmg_0780,['Damage'],1,0,0,0,0,0,0,0
dmg_0781,['Damage'],1,0,0,0,0,0,0,0
dmg_0782,['Damage'],1,0,0,0,0,0,0,0
dmg_0783,['Damage'],1,0,0,0,0,0,0,0
dmg_0784,['Damage'],1,0,0,0,0,0,0,0
dmg_0785,['Damage'],1,0,0,0,0,0,0,0
dmg_0786,['Damage'],1,0,0,0,0,0,0,0
dmg_0787,['Damage'],1,0,0,0,0,0,0,0
dmg_0788,['Damage'],1,0,0,0,0,0,0,0
dmg_0789,['Damage'],1,0,0,0,0,0,0,0
dmg_0790,['Damage'],1,0,0,0,0,0,0,0
dmg_0791,['Damage'],1,0,0,0,0,0,0,0
dmg_0792,['Damage'],1,0,0,0,0,0,0,0
dmg_0793,['Damage'],1,0,0,0,0,0,0,0
dmg_0794,['Damage'],1,0,0,0,0,0,0,0
dmg_0795,['Damage'],1,0,0,0,0,0,0,0
dmg_0796,['Damage'],1,0,0,0,0,0,0,0
dmg_0797,['Damage'],1,0,0,0,0,0,0,0
dmg_0798,['Damage'],1,0,0,0,0,0,0,0
dmg_0799,['Damage'],1,0,0,0,0,0,0,0
dmg_0800,['Damage'],1,0,0,0,0,0,0,0
dmg_0801,['Damage'],1,0,0,0,0,0,0,0
dmg_0802,['Damage'],1,0,0,0,0,0,0,0
dmg_0803,['Damage'],1,0,0,0,0,0,0,0
dmg_0804,['Damage'],1,0,0,0,0,0,0,0
dmg_0805,['Damage'],1,0,0,0,0,0,0,0
dmg_0806,['Damage'],1,0,0,0,0,0,0,0
dmg_0807,['Damage'],1,0,0,0,0,0,0,0
dmg_0808,['Damage'],1,0,0,0,0,0,0,0
dmg_0809,['Damage'],1,0,0,0,0,0,0,0
dmg_0810,['Damage'],1,0,0,0,0,0,0,0
dmg_0811,['Damage'],1,0,0,0,0,0,0,0
dmg_0812,['Damage'],1,0,0,0,0,0,0,0
dmg_0813,['Damage'],1,0,0,0,0,0,0,0
dmg_0814,['Damage'],1,0,0,0,0,0,0,0
dmg_0815,['Damage'],1,0,0,0,0,0,0,0
dmg_0816,['Damage'],1,0,0,0,0,0,0,0
dmg_0817,['Damage'],1,0,0,0,0,0,0,0
dmg_0818,['Damage'],1,0,0,0,0,0,0,0
dmg_0819,['Damage'],1,0,0,0,0,0,0,0
dmg_0820,['Damage'],1,0,0,0,0,0,0,0
dmg_0821,['Damage'],1,0,0,0,0,0,0,0
dmg_0822,['Damage'],1,0,0,0,0,0,0,0
dmg_0823,['Damage'],1,0,0,0,0,0,0,0
dmg_0824,['Damage'],1,0,0,0,0,0,0,0
dmg_0825,['Damage'],1,0,0,0,0,0,0,0
dmg_0826,['Damage'],1,0,0,0,0,0,0,0
dmg_0827,['Damage'],1,0,0,0,0,0,0,0
dmg_0828,['Damage'],1,0,0,0,0,0,0,0
dmg_0829,['Damage'],1,0,0,0,0,0,0,0
dmg_0830,['Damage'],1,0,0,0,0,0,0,0
dmg_0831,['Damage'],1,0,0,0,0,0,0,0
dmg_0832,['Damage'],1,0,0,0,0,0,0,0
dmg_0833,['Damage'],1,0,0,0,0,0,0,0
dmg_0834,['Damage'],1,0,0,0,0,0,0,0
dmg_0835,['Damage'],1,0,0,0,0,0,0,0
dmg_0836,['Damage'],1,0,0,0,0,0,0,0
dmg_0837,['Damage'],1,0,0,0,0,0,0,0
dmg_0838,['Damage'],1,0,0,0,0,0,0,0
dmg_0839,['Damage'],1,0,0,0,0,0,0,0
dmg_0840,['Damage'],1,0,0,0,0,0,0,0
dmg_0841,['Damage'],1,0,0,0,0,0,0,0
dmg_0842,['Damage'],1,0,0,0,0,0,0,0
dmg_0843,['Damage'],1,0,0,0,0,0,0,0
dmg_0844,['Damage'],1,0,0,0,0,0,0,0
dmg_0845,['Damage'],1,0,0,0,0,0,0,0
dmg_0846,['Damage'],1,0,0,0,0,0,0,0
dmg_0847,['Damage'],1,0,0,0,0,0,0,0
dmg_0848,['Damage'],1,0,0,0,0,0,0,0
dmg_0849,['Damage'],1,0,0,0,0,0,0,0
dmg_0850,['Damage'],1,0,0,0,0,0,0,0
dmg_0851,['Damage'],1,0,0,0,0,0,0,0
dmg_0852,['Damage'],1,0,0,0,0,0,0,0
dmg_0853,['Damage'],1,0,0,0,0,0,0,0
dmg_0854,['Damage'],1,0,0,0,0,0,0,0
dmg_0855,['Damage'],1,0,0,0,0,0,0,0
dmg_0856,['Damage'],1,0,0,0,0,0,0,0
dmg_0857,['Damage'],1,0,0,0,0,0,0,0
dmg_0858,['Damage'],1,0,0,0,0,0,0,0
dmg_0859,['Damage'],1,0,0,0,0,0,0,0
dmg_0860,['Damage'],1,0,0,0,0,0,0,0
dmg_0861,['Damage'],1,0,0,0,0,0,0,0
dmg_0862,['Damage'],1,0,0,0,0,0,0,0
dmg_0863,['Damage'],1,0,0,0,0,0,0,0
dmg_0864,['Damage'],1,0,0,0,0,0,0,0
dmg_0865,['Damage'],1,0,0,0,0,0,0,0
dmg_0866,['Damage'],1,0,0,0,0,0,0,0
dmg_0867,['Damage'],1,0,0,0,0,0,0,0
dmg_0868,['Damage'],1,0,0,0,0,0,0,0
dmg_0869,['Damage'],1,0,0,0,0,0,0,0
dmg_0870,['Damage'],1,0,0,0,0,0,0,0
dmg_0871,['Damage'],1,0,0,0,0,0,0,0
dmg_0872,['Damage'],1,0,0,0,0,0,0,0
dmg_0873,['Damage'],1,0,0,0,0,0,0,0
dmg_0874,['Damage'],1,0,0,0,0,0,0,0
dmg_0875,['Damage'],1,0,0,0,0,0,0,0
dmg_0876,['Damage'],1,0,0,0,0,0,0,0
dmg_0877,['Damage'],1,0,0,0,0,0,0,0
dmg_0878,['Damage'],1,0,0,0,0,0,0,0
dmg_0879,['Damage'],1,0,0,0,0,0,0,0
dmg_0880,['Damage'],1,0,0,0,0,0,0,0
dmg_0881,['Damage'],1,0,0,0,0,0,0,0
dmg_0882,['Damage'],1,0,0,0,0,0,0,0
dmg_0883,['Damage'],1,0,0,0,0,0,0,0
dmg_0884,['Damage'],1,0,0,0,0,0,0,0
dmg_0885,['Damage'],1,0,0,0,0,0,0,0
dmg_0886,['Damage'],1,0,0,0,0,0,0,0
dmg_0887,['Damage'],1,0,0,0,0,0,0,0
dmg_0888,['Damage'],1,0,0,0,0,0,0,0
dmg_0889,['Damage'],1,0,0,0,0,0,0,0
dmg_0890,['Damage'],1,0,0,0,0,0,0,0
dmg_0891,['Damage'],1,0,0,0,0,0,0,0
dmg_0892,['Damage'],1,0,0,0,0,0,0,0
dmg_0893,['Damage'],1,0,0,0,0,0,0,0
dmg_0894,['Damage'],1,0,0,0,0,0,0,0
dmg_0895,['Damage'],1,0,0,0,0,0,0,0
dmg_0896,['Damage'],1,0,0,0,0,0,0,0
dmg_0897,['Damage'],1,0,0,0,0,0,0,0
dmg_0898,['Damage'],1,0,0,0,0,0,0,0
dmg_0899,['Damage'],1,0,0,0,0,0,0,0
dmg_0900,['Damage'],1,0,0,0,0,0,0,0
dmg_0901,['Damage'],1,0,0,0,0,0,0,0
dmg_0902,['Damage'],1,0,0,0,0,0,0,0
dmg_0903,['Damage'],1,0,0,0,0,0,0,0
dmg_0904,['Damage'],1,0,0,0,0,0,0,0
dmg_0905,['Damage'],1,0,0,0,0,0,0,0
dmg_0906,['Damage'],1,0,0,0,0,0,0,0
dmg_0907,['Damage'],1,0,0,0,0,0,0,0
dmg_0908,['Damage'],1,0,0,0,0,0,0,0
dmg_0909,['Damage'],1,0,0,0,0,0,0,0
dmg_0910,['Damage'],1,0,0,0,0,0,0,0
dmg_0911,['Damage'],1,0,0,0,0,0,0,0
dmg_0912,['Damage'],1,0,0,0,0,0,0,0
dmg_0913,['Damage'],1,0,0,0,0,0,0,0
dmg_0914,['Damage'],1,0,0,0,0,0,0,0
dmg_0915,['Damage'],1,0,0,0,0,0,0,0
dmg_0916,['Damage'],1,0,0,0,0,0,0,0
dmg_0917,['Damage'],1,0,0,0,0,0,0,0
dmg_0918,['Damage'],1,0,0,0,0,0,0,0
dmg_0919,['Damage'],1,0,0,0,0,0,0,0
dmg_0920,['Damage'],1,0,0,0,0,0,0,0
frt_0001,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0002,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0003,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0004,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0005,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0006,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0007,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0008,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0009,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0010,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0011,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0012,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0013,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0014,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0015,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0016,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0017,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0018,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0019,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0020,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0021,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0022,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0023,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0024,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0025,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0026,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0027,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0028,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0029,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0030,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0031,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0032,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0033,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0034,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0035,"['Damage', 'Front']",1,0,1,0,0,0,0,0
